1	00:00:00,000	00:02:45,580
2	00:02:45,580	00:07:01,070
3	00:07:01,070	00:11:01,460
4	00:11:01,460	00:16:46,570
5	00:16:46,570	00:23:18,150
6	00:23:18,150	00:30:02,010
7	00:30:02,010	00:35:16,460
8	00:35:16,460	00:41:04,630
9	00:41:04,630	00:47:41,430
10	00:47:41,430	00:52:44,690
11	00:52:44,690	01:00:08,330
12	01:00:08,330	01:04:03,500
13	01:04:03,500	01:11:33,330
14	01:11:33,330	01:18:51,290
15	01:18:51,290	01:26:00,600
16	01:26:00,600	01:30:51,460
17	01:30:51,460	01:35:04,030
18	01:35:04,030	01:40:11,530
19	01:40:11,530	01:46:11,530
20	01:46:11,530	01:50:43,160
