1	00:00:00,000	00:07:30,560
2	00:07:30,560	00:12:17,540
3	00:12:17,540	00:19:36,500
4	00:19:36,500	00:23:52,290
5	00:23:52,290	00:28:17,910
6	00:28:17,910	00:32:53,140
7	00:32:53,140	00:38:26,100
8	00:38:26,100	00:44:12,720
9	00:44:12,720	00:50:40,570
10	00:50:40,570	00:56:24,420
11	00:56:24,420	01:01:00,240
12	01:01:00,240	01:09:12,390
13	01:09:12,390	01:15:28,480
14	01:15:28,480	01:19:03,290
15	01:19:03,290	01:23:49,120
16	01:23:49,120	01:29:10,800
17	01:29:10,800	01:35:56,320
18	01:35:56,320	01:43:03,390
19	01:43:03,390	01:48:34,030
20	01:48:34,030	01:50:44,830
