1	00:00:00,000	00:04:49,120
2	00:04:49,120	00:12:57,950
3	00:12:57,950	00:18:19,340
4	00:18:19,340	00:25:31,080
5	00:25:31,080	00:31:48,670
6	00:31:48,670	00:37:04,770
7	00:37:04,770	00:44:19,080
8	00:44:19,080	00:48:32,890
9	00:48:32,890	00:53:48,810
10	00:53:48,810	01:01:49,270
11	01:01:49,270	01:09:34,100
12	01:09:34,100	01:17:30,310
13	01:17:30,310	01:23:09,380
14	01:23:09,380	01:29:06,310
15	01:29:06,310	01:33:04,440
16	01:33:04,440	01:40:32,500
17	01:40:32,500	01:48:48,050
18	01:48:48,050	01:55:28,240
19	01:55:28,240	02:02:28,610
20	02:02:28,610	02:10:09,290
