1	00:00:00,000	00:07:25,930
2	00:07:25,930	00:11:22,040
3	00:11:22,040	00:16:49,180
4	00:16:49,180	00:23:54,850
5	00:23:54,850	00:29:27,390
6	00:29:27,390	00:34:22,140
7	00:34:22,140	00:38:38,190
8	00:38:38,190	00:45:47,210
9	00:45:47,210	00:52:59,600
10	00:52:59,600	00:57:06,380
11	00:57:06,380	01:01:17,890
12	01:01:17,890	01:06:09,200
13	01:06:09,200	01:12:13,590
14	01:12:13,590	01:17:25,370
15	01:17:25,370	01:24:56,200
16	01:24:56,200	01:32:43,180
17	01:32:43,180	01:38:13,920
18	01:38:13,920	01:42:03,090
19	01:42:03,090	01:49:39,250
20	01:49:39,250	01:57:41,940
