1	00:00:00,000	00:05:16,980
2	00:05:16,980	00:12:47,340
3	00:12:47,340	00:20:52,970
4	00:20:52,970	00:26:51,490
5	00:26:51,490	00:33:31,600
6	00:33:31,600	00:39:13,020
7	00:39:13,020	00:44:46,120
8	00:44:46,120	00:52:16,820
9	00:52:16,820	00:58:48,680
10	00:58:48,680	01:06:43,530
11	01:06:43,530	01:14:13,820
12	01:14:13,820	01:18:51,900
13	01:18:51,900	01:26:01,240
14	01:26:01,240	01:32:53,940
15	01:32:53,940	01:37:36,950
16	01:37:36,950	01:44:27,590
17	01:44:27,590	01:49:49,640
18	01:49:49,640	01:57:06,460
19	01:57:06,460	02:02:42,670
20	02:02:42,670	02:09:16,300
