1	00:00:00,000	00:05:38,610
2	00:05:38,610	00:13:19,110
3	00:13:19,110	00:18:47,430
4	00:18:47,430	00:22:51,750
5	00:22:51,750	00:30:37,190
6	00:30:37,190	00:38:24,190
7	00:38:24,190	00:45:34,360
8	00:45:34,360	00:51:32,040
9	00:51:32,040	00:59:36,150
10	00:59:36,150	01:06:48,750
11	01:06:48,750	01:14:26,140
12	01:14:26,140	01:19:00,590
13	01:19:00,590	01:23:07,800
14	01:23:07,800	01:31:29,670
15	01:31:29,670	01:36:08,910
16	01:36:08,910	01:40:26,280
17	01:40:26,280	01:48:08,700
18	01:48:08,700	01:52:19,470
19	01:52:19,470	01:58:18,470
20	01:58:18,470	02:03:04,360
