1	00:00:00,000	00:06:09,820
2	00:06:09,820	00:12:43,620
3	00:12:43,620	00:19:14,650
4	00:19:14,650	00:24:50,900
5	00:24:50,900	00:29:15,980
6	00:29:15,980	00:32:51,730
7	00:32:51,730	00:37:07,260
8	00:37:07,260	00:44:33,500
9	00:44:33,500	00:48:23,210
10	00:48:23,210	00:52:42,370
11	00:52:42,370	01:01:18,100
12	01:01:18,100	01:05:42,200
13	01:05:42,200	01:09:55,430
14	01:09:55,430	01:16:44,070
15	01:16:44,070	01:20:55,540
16	01:20:55,540	01:28:27,670
17	01:28:27,670	01:35:50,860
18	01:35:50,860	01:43:11,190
19	01:43:11,190	01:50:19,360
20	01:50:19,360	01:56:14,950
