1	00:00:00,000	00:05:08,110
2	00:05:08,110	00:10:23,500
3	00:10:23,500	00:15:37,610
4	00:15:37,610	00:22:51,200
5	00:22:51,200	00:27:31,930
6	00:27:31,930	00:32:17,450
7	00:32:17,450	00:37:01,700
8	00:37:01,700	00:42:57,140
9	00:42:57,140	00:49:33,620
10	00:49:33,620	00:54:37,350
11	00:54:37,350	01:01:15,270
12	01:01:15,270	01:07:16,010
13	01:07:16,010	01:14:19,720
14	01:14:19,720	01:22:10,480
15	01:22:10,480	01:28:22,850
16	01:28:22,850	01:35:59,810
17	01:35:59,810	01:40:11,350
18	01:40:11,350	01:47:13,090
19	01:47:13,090	01:51:57,670
20	01:51:57,670	01:58:31,230
