1	00:00:00,000	00:06:30,700
2	00:06:30,700	00:11:41,600
3	00:11:41,600	00:19:22,020
4	00:19:22,020	00:27:15,220
5	00:27:15,220	00:33:57,670
6	00:33:57,670	00:40:12,260
7	00:40:12,260	00:44:59,260
8	00:44:59,260	00:50:50,260
9	00:50:50,260	00:57:51,960
10	00:57:51,960	01:03:47,260
11	01:03:47,260	01:11:38,630
12	01:11:38,630	01:17:32,380
13	01:17:32,380	01:25:02,030
14	01:25:02,030	01:33:11,090
15	01:33:11,090	01:39:08,480
16	01:39:08,480	01:43:27,630
17	01:43:27,630	01:49:45,030
18	01:49:45,030	01:57:37,490
19	01:57:37,490	02:01:57,550
20	02:01:57,550	02:07:53,530
