1	00:00:00,000	00:04:39,000
2	00:04:39,000	00:11:10,460
3	00:11:10,460	00:17:50,690
4	00:17:50,690	00:23:24,220
5	00:23:24,220	00:30:22,680
6	00:30:22,680	00:34:52,510
7	00:34:52,510	00:41:21,890
8	00:41:21,890	00:47:20,100
9	00:47:20,100	00:53:01,170
10	00:53:01,170	00:57:22,140
11	00:57:22,140	01:01:42,550
12	01:01:42,550	01:08:33,090
13	01:08:33,090	01:13:58,400
14	01:13:58,400	01:20:24,460
15	01:20:24,460	01:26:49,650
16	01:26:49,650	01:31:35,570
17	01:31:35,570	01:38:49,390
18	01:38:49,390	01:45:54,210
19	01:45:54,210	01:50:35,140
20	01:50:35,140	01:56:11,920
