1	00:00:00,000	00:04:21,310
2	00:04:21,310	00:08:57,620
3	00:08:57,620	00:16:30,930
4	00:16:30,930	00:21:48,010
5	00:21:48,010	00:27:24,730
6	00:27:24,730	00:34:06,370
7	00:34:06,370	00:41:08,460
8	00:41:08,460	00:46:29,630
9	00:46:29,630	00:52:55,330
10	00:52:55,330	00:59:05,620
11	00:59:05,620	01:05:16,990
12	01:05:16,990	01:10:42,340
13	01:10:42,340	01:15:40,910
14	01:15:40,910	01:20:05,540
15	01:20:05,540	01:25:19,740
16	01:25:19,740	01:32:15,430
17	01:32:15,430	01:38:45,260
18	01:38:45,260	01:44:09,980
19	01:44:09,980	01:51:21,670
20	01:51:21,670	01:57:36,400
