1	00:00:00,000	00:05:56,290
2	00:05:56,290	00:13:22,370
3	00:13:22,370	00:20:26,260
4	00:20:26,260	00:25:40,220
5	00:25:40,220	00:32:14,000
6	00:32:14,000	00:38:38,260
7	00:38:38,260	00:46:19,180
8	00:46:19,180	00:52:30,950
9	00:52:30,950	00:56:49,950
10	00:56:49,950	01:03:49,960
11	01:03:49,960	01:10:08,830
12	01:10:08,830	01:17:14,320
13	01:17:14,320	01:22:11,040
14	01:22:11,040	01:26:26,900
15	01:26:26,900	01:32:07,140
16	01:32:07,140	01:36:29,070
17	01:36:29,070	01:45:55,570
18	01:45:55,570	01:53:03,170
19	01:53:03,170	02:00:32,360
20	02:00:32,360	02:08:19,500
