1	00:00:00,000	00:06:39,590
2	00:06:39,590	00:11:48,960
3	00:11:48,960	00:14:51,920
4	00:14:51,920	00:22:13,240
5	00:22:13,240	00:28:54,970
6	00:28:54,970	00:33:00,910
7	00:33:00,910	00:38:16,740
8	00:38:16,740	00:44:45,290
9	00:44:45,290	00:51:46,410
10	00:51:46,410	00:55:27,650
11	00:55:27,650	01:02:21,630
12	01:02:21,630	01:09:12,980
13	01:09:12,980	01:16:18,240
14	01:16:18,240	01:20:57,300
15	01:20:57,300	01:25:36,230
16	01:25:36,230	01:32:38,170
17	01:32:38,170	01:38:35,030
18	01:38:35,030	01:43:56,020
19	01:43:56,020	01:51:30,240
20	01:51:30,240	01:58:30,300
