1	00:00:00,000	00:06:45,250
2	00:06:45,250	00:11:28,580
3	00:11:28,580	00:18:34,200
4	00:18:34,200	00:24:40,260
5	00:24:40,260	00:32:05,540
6	00:32:05,540	00:39:17,880
7	00:39:17,880	00:44:49,920
8	00:44:49,920	00:50:56,100
9	00:50:56,100	00:56:58,660
10	00:56:58,660	01:03:39,640
11	01:03:39,640	01:11:12,400
12	01:11:12,400	01:16:39,040
13	01:16:39,040	01:22:51,820
14	01:22:51,820	01:28:27,650
15	01:28:27,650	01:34:54,840
16	01:34:54,840	01:40:01,270
17	01:40:01,270	01:44:21,900
18	01:44:21,900	01:48:32,190
19	01:48:32,190	01:54:16,430
20	01:54:16,430	02:00:25,640
