1	00:00:00,000	00:06:57,580
2	00:06:57,580	00:13:53,100
3	00:13:53,100	00:18:35,150
4	00:18:35,150	00:24:50,040
5	00:24:50,040	00:31:12,840
6	00:31:12,840	00:36:54,900
7	00:36:54,900	00:41:29,260
8	00:41:29,260	00:48:16,440
9	00:48:16,440	00:52:56,050
10	00:52:56,050	01:00:04,700
11	01:00:04,700	01:04:29,820
12	01:04:29,820	01:10:28,840
13	01:10:28,840	01:17:59,920
14	01:17:59,920	01:22:52,610
15	01:22:52,610	01:27:16,800
16	01:27:16,800	01:32:53,980
17	01:32:53,980	01:40:21,990
18	01:40:21,990	01:45:45,200
19	01:45:45,200	01:52:38,560
20	01:52:38,560	01:59:56,210
