1	00:00:00,000	00:04:58,500
2	00:04:58,500	00:12:54,500
3	00:12:54,500	00:22:57,190
4	00:22:57,190	00:28:15,580
5	00:28:15,580	00:34:49,010
6	00:34:49,010	00:42:35,890
7	00:42:35,890	00:50:02,530
8	00:50:02,530	00:54:22,890
9	00:54:22,890	01:01:44,910
10	01:01:44,910	01:06:44,710
11	01:06:44,710	01:12:03,690
12	01:12:03,690	01:16:36,500
13	01:16:36,500	01:24:40,400
14	01:24:40,400	01:31:51,660
15	01:31:51,660	01:37:55,500
16	01:37:55,500	01:43:09,310
17	01:43:09,310	01:48:48,340
18	01:48:48,340	01:54:21,050
19	01:54:21,050	01:59:32,900
20	01:59:32,900	02:07:04,420
