1	00:00:00,000	00:04:07,130
2	00:04:07,130	00:11:22,200
3	00:11:22,200	00:18:31,540
4	00:18:31,540	00:25:32,440
5	00:25:32,440	00:30:13,650
6	00:30:13,650	00:36:40,630
7	00:36:40,630	00:41:24,130
8	00:41:24,130	00:49:35,600
9	00:49:35,600	00:55:03,280
10	00:55:03,280	00:59:24,820
11	00:59:24,820	01:06:38,130
12	01:06:38,130	01:15:03,870
13	01:15:03,870	01:20:21,940
14	01:20:21,940	01:27:34,800
15	01:27:34,800	01:35:44,200
16	01:35:44,200	01:41:50,220
17	01:41:50,220	01:48:52,840
18	01:48:52,840	01:56:36,670
19	01:56:36,670	02:02:24,960
20	02:02:24,960	02:08:07,940
