1	00:00:00,000	00:08:09,750
2	00:08:09,750	00:13:21,970
3	00:13:21,970	00:17:43,590
4	00:17:43,590	00:22:06,570
5	00:22:06,570	00:29:45,050
6	00:29:45,050	00:36:16,920
7	00:36:16,920	00:42:38,580
8	00:42:38,580	00:48:17,430
9	00:48:17,430	00:54:49,910
10	00:54:49,910	01:02:23,880
11	01:02:23,880	01:09:04,270
12	01:09:04,270	01:17:04,530
13	01:17:04,530	01:21:21,990
14	01:21:21,990	01:26:53,060
15	01:26:53,060	01:34:13,120
16	01:34:13,120	01:39:33,130
17	01:39:33,130	01:47:19,050
18	01:47:19,050	01:53:28,010
19	01:53:28,010	02:01:00,190
20	02:01:00,190	02:08:24,830
