1	00:00:00,000	00:06:23,840
2	00:06:23,840	00:10:24,840
3	00:10:24,840	00:17:26,130
4	00:17:26,130	00:25:11,450
5	00:25:11,450	00:33:37,350
6	00:33:37,350	00:41:41,060
7	00:41:41,060	00:48:08,200
8	00:48:08,200	00:55:08,340
9	00:55:08,340	01:03:08,910
10	01:03:08,910	01:10:14,780
11	01:10:14,780	01:16:15,820
12	01:16:15,820	01:21:39,660
13	01:21:39,660	01:26:25,970
14	01:26:25,970	01:30:56,660
15	01:30:56,660	01:36:26,370
16	01:36:26,370	01:44:09,720
17	01:44:09,720	01:48:48,500
18	01:48:48,500	01:54:13,260
19	01:54:13,260	01:59:17,240
20	01:59:17,240	02:04:11,010
