1	00:00:00,000	00:08:16,150
2	00:08:16,150	00:15:42,740
3	00:15:42,740	00:21:23,270
4	00:21:23,270	00:25:18,940
5	00:25:18,940	00:30:36,540
6	00:30:36,540	00:36:41,800
7	00:36:41,800	00:42:23,260
8	00:42:23,260	00:50:37,520
9	00:50:37,520	00:55:43,190
10	00:55:43,190	01:03:49,880
11	01:03:49,880	01:11:21,090
12	01:11:21,090	01:18:37,790
13	01:18:37,790	01:27:03,080
14	01:27:03,080	01:31:21,640
15	01:31:21,640	01:39:11,120
16	01:39:11,120	01:45:54,600
17	01:45:54,600	01:51:52,900
18	01:51:52,900	01:59:03,920
19	01:59:03,920	02:06:23,800
20	02:06:23,800	02:14:17,870
