1	00:00:00,000	00:05:29,950
2	00:05:29,950	00:10:40,750
3	00:10:40,750	00:16:31,770
4	00:16:31,770	00:21:54,430
5	00:21:54,430	00:28:15,900
6	00:28:15,900	00:34:51,530
7	00:34:51,530	00:39:41,430
8	00:39:41,430	00:47:22,870
9	00:47:22,870	00:55:18,590
10	00:55:18,590	01:01:43,000
11	01:01:43,000	01:06:41,580
12	01:06:41,580	01:11:48,240
13	01:11:48,240	01:16:07,020
14	01:16:07,020	01:21:53,870
15	01:21:53,870	01:26:09,940
16	01:26:09,940	01:33:12,840
17	01:33:12,840	01:37:35,350
18	01:37:35,350	01:41:55,710
19	01:41:55,710	01:47:53,750
20	01:47:53,750	01:55:37,570
