1	00:00:00,000	00:07:02,560
2	00:07:02,560	00:11:27,090
3	00:11:27,090	00:18:47,140
4	00:18:47,140	00:25:35,130
5	00:25:35,130	00:32:00,000
6	00:32:00,000	00:37:56,300
7	00:37:56,300	00:45:27,980
8	00:45:27,980	00:52:48,540
9	00:52:48,540	01:00:22,990
10	01:00:22,990	01:06:29,800
11	01:06:29,800	01:12:59,500
12	01:12:59,500	01:20:18,540
13	01:20:18,540	01:27:00,130
14	01:27:00,130	01:32:43,990
15	01:32:43,990	01:38:35,030
16	01:38:35,030	01:42:55,310
17	01:42:55,310	01:50:36,700
18	01:50:36,700	01:56:09,520
19	01:56:09,520	02:00:43,960
20	02:00:43,960	02:08:15,620
