1	00:00:00,000	00:05:35,610
2	00:05:35,610	00:13:03,520
3	00:13:03,520	00:19:07,730
4	00:19:07,730	00:24:38,940
5	00:24:38,940	00:30:20,760
6	00:30:20,760	00:36:52,150
7	00:36:52,150	00:45:36,410
8	00:45:36,410	00:52:45,680
9	00:52:45,680	00:57:18,270
10	00:57:18,270	01:03:41,070
11	01:03:41,070	01:08:04,300
12	01:08:04,300	01:14:45,130
13	01:14:45,130	01:20:06,180
14	01:20:06,180	01:23:57,600
15	01:23:57,600	01:29:15,710
16	01:29:15,710	01:35:27,740
17	01:35:27,740	01:41:54,590
18	01:41:54,590	01:47:25,550
19	01:47:25,550	01:52:41,360
20	01:52:41,360	01:58:46,290
