1	00:00:00,000	00:07:20,490
2	00:07:20,490	00:11:47,900
3	00:11:47,900	00:17:20,370
4	00:17:20,370	00:24:57,890
5	00:24:57,890	00:32:43,150
6	00:32:43,150	00:38:30,410
7	00:38:30,410	00:45:46,970
8	00:45:46,970	00:53:42,620
9	00:53:42,620	01:03:27,920
10	01:03:27,920	01:08:49,060
11	01:08:49,060	01:14:17,220
12	01:14:17,220	01:21:17,730
13	01:21:17,730	01:26:50,840
14	01:26:50,840	01:33:00,820
15	01:33:00,820	01:39:31,360
16	01:39:31,360	01:44:00,530
17	01:44:00,530	01:51:07,170
18	01:51:07,170	01:59:07,770
19	01:59:07,770	02:02:59,640
20	02:02:59,640	02:10:32,080
