1	00:00:00,000	00:06:58,110
2	00:06:58,110	00:14:07,830
3	00:14:07,830	00:20:35,070
4	00:20:35,070	00:27:20,350
5	00:27:20,350	00:32:01,360
6	00:32:01,360	00:36:26,880
7	00:36:26,880	00:40:40,900
8	00:40:40,900	00:47:54,520
9	00:47:54,520	00:55:29,550
10	00:55:29,550	00:59:51,260
11	00:59:51,260	01:04:55,010
12	01:04:55,010	01:09:28,870
13	01:09:28,870	01:13:41,630
14	01:13:41,630	01:19:25,370
15	01:19:25,370	01:27:20,150
16	01:27:20,150	01:32:07,120
17	01:32:07,120	01:38:24,880
18	01:38:24,880	01:45:24,670
19	01:45:24,670	01:52:08,870
20	01:52:08,870	01:56:36,390
