1	00:00:00,000	00:07:29,190
2	00:07:29,190	00:13:40,590
3	00:13:40,590	00:21:20,750
4	00:21:20,750	00:24:45,170
5	00:24:45,170	00:31:23,390
6	00:31:23,390	00:38:27,810
7	00:38:27,810	00:43:29,880
8	00:43:29,880	00:46:59,920
9	00:46:59,920	00:52:50,630
10	00:52:50,630	00:56:56,370
11	00:56:56,370	01:01:58,590
12	01:01:58,590	01:06:28,840
13	01:06:28,840	01:14:09,450
14	01:14:09,450	01:21:07,390
15	01:21:07,390	01:28:32,710
16	01:28:32,710	01:34:46,380
17	01:34:46,380	01:41:28,440
18	01:41:28,440	01:47:35,680
19	01:47:35,680	01:54:51,650
20	01:54:51,650	02:01:26,220
