1	00:00:00,000	00:06:25,380
2	00:06:25,380	00:12:38,350
3	00:12:38,350	00:17:54,160
4	00:17:54,160	00:24:16,320
5	00:24:16,320	00:29:52,650
6	00:29:52,650	00:37:36,050
7	00:37:36,050	00:43:04,620
8	00:43:04,620	00:49:23,670
9	00:49:23,670	00:52:28,740
10	00:52:28,740	00:58:03,100
11	00:58:03,100	01:04:39,650
12	01:04:39,650	01:11:29,390
13	01:11:29,390	01:17:16,870
14	01:17:16,870	01:24:27,940
15	01:24:27,940	01:31:16,480
16	01:31:16,480	01:38:32,750
17	01:38:32,750	01:45:08,050
18	01:45:08,050	01:51:28,560
19	01:51:28,560	01:57:11,060
20	01:57:11,060	02:04:19,800
