1	00:00:00,000	00:07:35,540
2	00:07:35,540	00:11:51,750
3	00:11:51,750	00:16:21,990
4	00:16:21,990	00:21:33,390
5	00:21:33,390	00:25:32,210
6	00:25:32,210	00:31:26,650
7	00:31:26,650	00:38:04,230
8	00:38:04,230	00:45:47,890
9	00:45:47,890	00:50:31,310
10	00:50:31,310	00:57:47,200
11	00:57:47,200	01:01:00,640
12	01:01:00,640	01:04:55,750
13	01:04:55,750	01:10:18,670
14	01:10:18,670	01:17:20,920
15	01:17:20,920	01:23:36,450
16	01:23:36,450	01:28:44,640
17	01:28:44,640	01:34:09,920
18	01:34:09,920	01:41:35,300
19	01:41:35,300	01:48:22,050
20	01:48:22,050	01:54:34,630
