1	00:00:00,000	00:06:39,580
2	00:06:39,580	00:13:23,620
3	00:13:23,620	00:17:39,500
4	00:17:39,500	00:24:23,810
5	00:24:23,810	00:30:21,400
6	00:30:21,400	00:37:09,540
7	00:37:09,540	00:41:57,120
8	00:41:57,120	00:47:41,830
9	00:47:41,830	00:53:50,270
10	00:53:50,270	00:58:59,830
11	00:58:59,830	01:05:39,800
12	01:05:39,800	01:13:19,810
13	01:13:19,810	01:20:31,570
14	01:20:31,570	01:25:47,630
15	01:25:47,630	01:30:02,710
16	01:30:02,710	01:34:46,830
17	01:34:46,830	01:39:43,460
18	01:39:43,460	01:47:23,380
19	01:47:23,380	01:55:54,140
20	01:55:54,140	02:02:26,220
