1	00:00:00,000	00:05:28,210
2	00:05:28,210	00:13:24,300
3	00:13:24,300	00:20:51,660
4	00:20:51,660	00:27:31,330
5	00:27:31,330	00:34:21,010
6	00:34:21,010	00:39:49,440
7	00:39:49,440	00:47:17,190
8	00:47:17,190	00:51:40,880
9	00:51:40,880	00:58:13,660
10	00:58:13,660	01:03:30,770
11	01:03:30,770	01:08:54,590
12	01:08:54,590	01:15:33,700
13	01:15:33,700	01:20:37,620
14	01:20:37,620	01:27:43,990
15	01:27:43,990	01:33:40,840
16	01:33:40,840	01:39:14,320
17	01:39:14,320	01:42:33,240
18	01:42:33,240	01:47:40,260
19	01:47:40,260	01:55:51,250
20	01:55:51,250	02:00:17,540
