1	00:00:00,000	00:06:34,820
2	00:06:34,820	00:11:31,050
3	00:11:31,050	00:17:27,870
4	00:17:27,870	00:24:29,980
5	00:24:29,980	00:30:36,740
6	00:30:36,740	00:34:55,040
7	00:34:55,040	00:39:51,800
8	00:39:51,800	00:45:54,940
9	00:45:54,940	00:54:22,260
10	00:54:22,260	01:01:35,560
11	01:01:35,560	01:04:49,810
12	01:04:49,810	01:10:05,390
13	01:10:05,390	01:17:42,590
14	01:17:42,590	01:25:15,570
15	01:25:15,570	01:29:40,580
16	01:29:40,580	01:35:25,400
17	01:35:25,400	01:42:19,340
18	01:42:19,340	01:46:22,860
19	01:46:22,860	01:53:26,180
20	01:53:26,180	01:59:37,590
