1	00:00:00,000	00:04:32,200
2	00:04:32,200	00:08:51,170
3	00:08:51,170	00:17:07,210
4	00:17:07,210	00:23:52,850
5	00:23:52,850	00:30:42,380
6	00:30:42,380	00:38:02,720
7	00:38:02,720	00:45:45,390
8	00:45:45,390	00:52:21,530
9	00:52:21,530	01:00:06,530
10	01:00:06,530	01:07:04,930
11	01:07:04,930	01:11:06,640
12	01:11:06,640	01:16:40,240
13	01:16:40,240	01:21:25,220
14	01:21:25,220	01:25:35,470
15	01:25:35,470	01:32:44,460
16	01:32:44,460	01:37:14,500
17	01:37:14,500	01:43:29,340
18	01:43:29,340	01:49:45,200
19	01:49:45,200	01:57:42,760
20	01:57:42,760	02:02:47,800
