1	00:00:00,000	00:05:05,170
2	00:05:05,170	00:13:25,260
3	00:13:25,260	00:18:04,640
4	00:18:04,640	00:23:15,040
5	00:23:15,040	00:29:46,960
6	00:29:46,960	00:37:01,640
7	00:37:01,640	00:42:20,760
8	00:42:20,760	00:47:05,160
9	00:47:05,160	00:53:43,810
10	00:53:43,810	01:01:46,480
11	01:01:46,480	01:07:48,380
12	01:07:48,380	01:12:41,710
13	01:12:41,710	01:17:32,390
14	01:17:32,390	01:22:24,150
15	01:22:24,150	01:30:02,920
16	01:30:02,920	01:35:08,320
17	01:35:08,320	01:39:49,370
18	01:39:49,370	01:43:54,830
19	01:43:54,830	01:50:07,830
20	01:50:07,830	01:57:18,460
