1	00:00:00,000	00:05:58,530
2	00:05:58,530	00:13:25,000
3	00:13:25,000	00:19:37,570
4	00:19:37,570	00:24:37,980
5	00:24:37,980	00:31:33,030
6	00:31:33,030	00:37:26,050
7	00:37:26,050	00:43:13,910
8	00:43:13,910	00:48:16,120
9	00:48:16,120	00:55:14,350
10	00:55:14,350	01:02:26,120
11	01:02:26,120	01:10:26,280
12	01:10:26,280	01:17:58,600
13	01:17:58,600	01:22:16,270
14	01:22:16,270	01:29:47,850
15	01:29:47,850	01:34:51,470
16	01:34:51,470	01:42:59,740
17	01:42:59,740	01:50:45,510
18	01:50:45,510	01:55:54,060
19	01:55:54,060	02:00:34,830
20	02:00:34,830	02:04:27,420
