1	00:00:00,000	00:07:01,740
2	00:07:01,740	00:13:49,780
3	00:13:49,780	00:21:33,370
4	00:21:33,370	00:27:54,620
5	00:27:54,620	00:35:59,310
6	00:35:59,310	00:43:23,290
7	00:43:23,290	00:49:26,900
8	00:49:26,900	00:56:15,990
9	00:56:15,990	01:00:36,730
10	01:00:36,730	01:06:47,140
11	01:06:47,140	01:10:48,430
12	01:10:48,430	01:14:42,280
13	01:14:42,280	01:20:33,930
14	01:20:33,930	01:27:05,520
15	01:27:05,520	01:34:23,990
16	01:34:23,990	01:38:12,630
17	01:38:12,630	01:42:24,130
18	01:42:24,130	01:47:18,680
19	01:47:18,680	01:52:32,720
20	01:52:32,720	01:59:38,130
