1	00:00:00,000	00:04:59,370
2	00:04:59,370	00:10:53,640
3	00:10:53,640	00:15:34,460
4	00:15:34,460	00:22:57,810
5	00:22:57,810	00:28:41,230
6	00:28:41,230	00:36:33,540
7	00:36:33,540	00:42:24,780
8	00:42:24,780	00:46:56,490
9	00:46:56,490	00:54:25,870
10	00:54:25,870	00:58:25,160
11	00:58:25,160	01:05:00,320
12	01:05:00,320	01:11:08,350
13	01:11:08,350	01:19:07,060
14	01:19:07,060	01:23:48,500
15	01:23:48,500	01:31:53,280
16	01:31:53,280	01:37:07,220
17	01:37:07,220	01:44:11,690
18	01:44:11,690	01:50:16,930
19	01:50:16,930	01:58:01,610
20	01:58:01,610	02:04:50,840
