1	00:00:00,000	00:05:20,490
2	00:05:20,490	00:10:48,560
3	00:10:48,560	00:15:02,370
4	00:15:02,370	00:18:55,640
5	00:18:55,640	00:25:42,060
6	00:25:42,060	00:30:38,280
7	00:30:38,280	00:34:36,020
8	00:34:36,020	00:40:36,610
9	00:40:36,610	00:46:28,440
10	00:46:28,440	00:50:20,000
11	00:50:20,000	00:57:19,540
12	00:57:19,540	01:01:47,950
13	01:01:47,950	01:07:21,370
14	01:07:21,370	01:11:18,900
15	01:11:18,900	01:18:43,170
16	01:18:43,170	01:26:38,060
17	01:26:38,060	01:31:49,900
18	01:31:49,900	01:38:38,870
19	01:38:38,870	01:45:50,310
20	01:45:50,310	01:52:14,140
