1	00:00:00,000	00:07:30,310
2	00:07:30,310	00:15:49,580
3	00:15:49,580	00:20:33,160
4	00:20:33,160	00:24:26,320
5	00:24:26,320	00:28:23,070
6	00:28:23,070	00:35:02,280
7	00:35:02,280	00:39:52,780
8	00:39:52,780	00:46:49,060
9	00:46:49,060	00:54:26,480
10	00:54:26,480	01:00:30,870
11	01:00:30,870	01:07:19,610
12	01:07:19,610	01:12:38,710
13	01:12:38,710	01:20:32,250
14	01:20:32,250	01:26:20,780
15	01:26:20,780	01:31:14,750
16	01:31:14,750	01:36:47,900
17	01:36:47,900	01:44:22,110
18	01:44:22,110	01:52:21,170
19	01:52:21,170	01:57:30,530
20	01:57:30,530	02:03:16,950
