1	00:00:00,000	00:04:30,910
2	00:04:30,910	00:12:01,510
3	00:12:01,510	00:17:05,490
4	00:17:05,490	00:20:56,860
5	00:20:56,860	00:27:56,280
6	00:27:56,280	00:32:07,070
7	00:32:07,070	00:37:02,860
8	00:37:02,860	00:42:46,170
9	00:42:46,170	00:50:27,490
10	00:50:27,490	00:57:49,800
11	00:57:49,800	01:04:11,360
12	01:04:11,360	01:16:05,580
13	01:16:05,580	01:20:16,110
14	01:20:16,110	01:26:39,950
15	01:26:39,950	01:31:11,900
16	01:31:11,900	01:38:02,980
17	01:38:02,980	01:42:16,720
18	01:42:16,720	01:47:10,660
19	01:47:10,660	01:54:02,890
20	01:54:02,890	02:02:07,150
