1	00:00:00,000	00:06:44,710
2	00:06:44,710	00:13:31,900
3	00:13:31,900	00:16:48,570
4	00:16:48,570	00:22:28,210
5	00:22:28,210	00:27:18,690
6	00:27:18,690	00:34:13,870
7	00:34:13,870	00:42:44,360
8	00:42:44,360	00:49:26,340
9	00:49:26,340	00:54:06,940
10	00:54:06,940	01:01:53,890
11	01:01:53,890	01:09:07,710
12	01:09:07,710	01:14:21,680
13	01:14:21,680	01:20:45,540
14	01:20:45,540	01:24:32,270
15	01:24:32,270	01:31:20,630
16	01:31:20,630	01:38:35,210
17	01:38:35,210	01:47:29,250
18	01:47:29,250	01:53:51,050
19	01:53:51,050	01:59:00,140
20	01:59:00,140	02:06:18,100
