1	00:00:00,000	00:05:48,930
2	00:05:48,930	00:12:58,290
3	00:12:58,290	00:19:17,220
4	00:19:17,220	00:25:32,080
5	00:25:32,080	00:31:11,660
6	00:31:11,660	00:36:26,960
7	00:36:26,960	00:43:19,470
8	00:43:19,470	00:51:15,750
9	00:51:15,750	00:55:21,820
10	00:55:21,820	01:01:44,670
11	01:01:44,670	01:06:54,270
12	01:06:54,270	01:13:20,730
13	01:13:20,730	01:21:44,770
14	01:21:44,770	01:28:42,530
15	01:28:42,530	01:34:16,790
16	01:34:16,790	01:38:16,200
17	01:38:16,200	01:43:31,590
18	01:43:31,590	01:50:06,680
19	01:50:06,680	01:55:55,160
20	01:55:55,160	02:03:38,220
