1	00:00:00,000	00:04:02,740
2	00:04:02,740	00:11:34,200
3	00:11:34,200	00:19:30,010
4	00:19:30,010	00:24:48,830
5	00:24:48,830	00:29:15,840
6	00:29:15,840	00:35:43,280
7	00:35:43,280	00:39:01,440
8	00:39:01,440	00:43:46,750
9	00:43:46,750	00:48:39,400
10	00:48:39,400	00:56:00,630
11	00:56:00,630	01:02:10,600
12	01:02:10,600	01:07:19,340
13	01:07:19,340	01:14:17,630
14	01:14:17,630	01:18:56,840
15	01:18:56,840	01:26:11,760
16	01:26:11,760	01:31:33,720
17	01:31:33,720	01:35:52,660
18	01:35:52,660	01:41:38,770
19	01:41:38,770	01:45:53,740
20	01:45:53,740	01:51:33,280
