1	00:00:00,000	00:04:14,360
2	00:04:14,360	00:09:24,150
3	00:09:24,150	00:13:43,860
4	00:13:43,860	00:18:38,300
5	00:18:38,300	00:24:41,950
6	00:24:41,950	00:29:18,770
7	00:29:18,770	00:34:02,530
8	00:34:02,530	00:38:53,620
9	00:38:53,620	00:45:42,560
10	00:45:42,560	00:52:58,500
11	00:52:58,500	00:58:19,000
12	00:58:19,000	01:05:02,420
13	01:05:02,420	01:08:19,060
14	01:08:19,060	01:16:13,180
15	01:16:13,180	01:23:26,580
16	01:23:26,580	01:29:11,640
17	01:29:11,640	01:36:30,590
18	01:36:30,590	01:41:02,880
19	01:41:02,880	01:44:45,320
20	01:44:45,320	01:49:29,150
