1	00:00:00,000	00:07:22,220
2	00:07:22,220	00:12:11,780
3	00:12:11,780	00:16:52,050
4	00:16:52,050	00:22:35,690
5	00:22:35,690	00:29:31,980
6	00:29:31,980	00:35:07,020
7	00:35:07,020	00:43:22,780
8	00:43:22,780	00:50:29,990
9	00:50:29,990	01:00:15,860
10	01:00:15,860	01:05:14,600
11	01:05:14,600	01:09:31,370
12	01:09:31,370	01:17:41,850
13	01:17:41,850	01:22:46,840
14	01:22:46,840	01:28:42,650
15	01:28:42,650	01:33:35,640
16	01:33:35,640	01:41:42,540
17	01:41:42,540	01:47:20,120
18	01:47:20,120	01:54:38,740
19	01:54:38,740	01:58:48,940
20	01:58:48,940	02:03:54,370
