1	00:00:00,000	00:04:46,940
2	00:04:46,940	00:10:42,580
3	00:10:42,580	00:15:28,710
4	00:15:28,710	00:22:41,830
5	00:22:41,830	00:26:49,480
6	00:26:49,480	00:33:42,800
7	00:33:42,800	00:37:36,260
8	00:37:36,260	00:44:55,080
9	00:44:55,080	00:51:43,360
10	00:51:43,360	00:55:57,230
11	00:55:57,230	00:59:57,500
12	00:59:57,500	01:06:24,280
13	01:06:24,280	01:10:24,830
14	01:10:24,830	01:16:19,810
15	01:16:19,810	01:23:05,410
16	01:23:05,410	01:27:28,550
17	01:27:28,550	01:31:44,210
18	01:31:44,210	01:38:29,020
19	01:38:29,020	01:46:21,920
20	01:46:21,920	01:50:28,100
