1	00:00:00,000	00:06:44,800
2	00:06:44,800	00:12:00,970
3	00:12:00,970	00:16:50,750
4	00:16:50,750	00:21:23,020
5	00:21:23,020	00:27:25,090
6	00:27:25,090	00:33:03,110
7	00:33:03,110	00:39:55,130
8	00:39:55,130	00:46:46,360
9	00:46:46,360	00:51:40,400
10	00:51:40,400	00:56:25,020
11	00:56:25,020	01:01:09,460
12	01:01:09,460	01:07:33,350
13	01:07:33,350	01:13:58,320
14	01:13:58,320	01:19:05,820
15	01:19:05,820	01:26:06,720
16	01:26:06,720	01:32:38,250
17	01:32:38,250	01:37:51,330
18	01:37:51,330	01:42:28,570
19	01:42:28,570	01:51:45,120
20	01:51:45,120	01:59:38,770
