1	00:00:00,000	00:07:10,200
2	00:07:10,200	00:14:31,570
3	00:14:31,570	00:19:09,810
4	00:19:09,810	00:25:54,210
5	00:25:54,210	00:30:23,420
6	00:30:23,420	00:37:25,950
7	00:37:25,950	00:45:21,060
8	00:45:21,060	00:51:27,850
9	00:51:27,850	00:55:48,890
10	00:55:48,890	01:02:08,250
11	01:02:08,250	01:07:47,860
12	01:07:47,860	01:14:47,300
13	01:14:47,300	01:20:21,420
14	01:20:21,420	01:25:02,260
15	01:25:02,260	01:28:35,800
16	01:28:35,800	01:34:18,110
17	01:34:18,110	01:41:04,610
18	01:41:04,610	01:44:56,130
19	01:44:56,130	01:49:08,790
20	01:49:08,790	01:55:06,750
