1	00:00:00,000	00:04:31,950
2	00:04:31,950	00:10:03,800
3	00:10:03,800	00:14:22,280
4	00:14:22,280	00:19:43,830
5	00:19:43,830	00:25:40,310
6	00:25:40,310	00:33:31,350
7	00:33:31,350	00:41:14,660
8	00:41:14,660	00:45:48,180
9	00:45:48,180	00:52:00,880
10	00:52:00,880	00:59:16,900
11	00:59:16,900	01:07:11,520
12	01:07:11,520	01:14:41,120
13	01:14:41,120	01:20:19,730
14	01:20:19,730	01:26:17,640
15	01:26:17,640	01:32:24,720
16	01:32:24,720	01:38:59,340
17	01:38:59,340	01:45:11,340
18	01:45:11,340	01:50:45,830
19	01:50:45,830	01:56:13,310
20	01:56:13,310	02:04:00,760
