1	00:00:00,000	00:05:51,380
2	00:05:51,380	00:11:06,170
3	00:11:06,170	00:18:55,420
4	00:18:55,420	00:26:31,020
5	00:26:31,020	00:32:04,100
6	00:32:04,100	00:36:59,320
7	00:36:59,320	00:45:25,940
8	00:45:25,940	00:52:51,140
9	00:52:51,140	00:57:37,680
10	00:57:37,680	01:01:52,750
11	01:01:52,750	01:07:30,770
12	01:07:30,770	01:15:19,100
13	01:15:19,100	01:23:16,340
14	01:23:16,340	01:27:23,770
15	01:27:23,770	01:35:04,150
16	01:35:04,150	01:39:46,520
17	01:39:46,520	01:45:27,150
18	01:45:27,150	01:50:43,660
19	01:50:43,660	01:56:38,690
20	01:56:38,690	02:01:56,890
