1	00:00:00,000	00:05:12,380
2	00:05:12,380	00:12:04,990
3	00:12:04,990	00:19:53,600
4	00:19:53,600	00:28:14,560
5	00:28:14,560	00:34:35,750
6	00:34:35,750	00:41:19,950
7	00:41:19,950	00:45:41,930
8	00:45:41,930	00:52:01,730
9	00:52:01,730	00:56:14,630
10	00:56:14,630	01:00:00,380
11	01:00:00,380	01:04:54,690
12	01:04:54,690	01:09:04,720
13	01:09:04,720	01:16:46,530
14	01:16:46,530	01:23:12,590
15	01:23:12,590	01:30:18,760
16	01:30:18,760	01:36:50,580
17	01:36:50,580	01:41:45,260
18	01:41:45,260	01:47:40,380
19	01:47:40,380	01:53:53,400
20	01:53:53,400	01:58:20,560
