1	00:00:00,000	00:05:27,830
2	00:05:27,830	00:09:49,630
3	00:09:49,630	00:13:57,040
4	00:13:57,040	00:20:03,740
5	00:20:03,740	00:25:56,670
6	00:25:56,670	00:33:40,640
7	00:33:40,640	00:38:38,470
8	00:38:38,470	00:45:40,530
9	00:45:40,530	00:52:21,120
10	00:52:21,120	00:58:51,560
11	00:58:51,560	01:06:15,900
12	01:06:15,900	01:13:03,020
13	01:13:03,020	01:20:04,540
14	01:20:04,540	01:23:54,320
15	01:23:54,320	01:31:59,390
16	01:31:59,390	01:38:41,210
17	01:38:41,210	01:42:32,130
18	01:42:32,130	01:48:32,140
19	01:48:32,140	01:54:20,090
20	01:54:20,090	01:59:52,480
