1	00:00:00,000	00:05:17,360
2	00:05:17,360	00:12:23,600
3	00:12:23,600	00:19:18,120
4	00:19:18,120	00:24:37,090
5	00:24:37,090	00:30:49,530
6	00:30:49,530	00:36:29,070
7	00:36:29,070	00:41:02,840
8	00:41:02,840	00:44:55,660
9	00:44:55,660	00:50:19,570
10	00:50:19,570	00:57:44,490
11	00:57:44,490	01:02:51,100
12	01:02:51,100	01:07:06,500
13	01:07:06,500	01:14:36,370
14	01:14:36,370	01:22:19,990
15	01:22:19,990	01:27:11,550
16	01:27:11,550	01:33:24,170
17	01:33:24,170	01:39:40,400
18	01:39:40,400	01:46:01,540
19	01:46:01,540	01:52:26,330
20	01:52:26,330	01:58:50,220
