1	00:00:00,000	00:07:27,140
2	00:07:27,140	00:14:35,650
3	00:14:35,650	00:20:49,610
4	00:20:49,610	00:25:33,880
5	00:25:33,880	00:33:24,340
6	00:33:24,340	00:40:20,130
7	00:40:20,130	00:45:54,640
8	00:45:54,640	00:53:29,790
9	00:53:29,790	01:01:44,460
10	01:01:44,460	01:06:20,740
11	01:06:20,740	01:12:10,900
12	01:12:10,900	01:16:17,450
13	01:16:17,450	01:23:56,830
14	01:23:56,830	01:30:03,290
15	01:30:03,290	01:36:25,560
16	01:36:25,560	01:43:33,730
17	01:43:33,730	01:50:08,370
18	01:50:08,370	01:55:01,290
19	01:55:01,290	02:01:53,910
20	02:01:53,910	02:09:32,710
