1	00:00:00,000	00:06:50,450
2	00:06:50,450	00:11:26,580
3	00:11:26,580	00:17:50,130
4	00:17:50,130	00:24:26,040
5	00:24:26,040	00:32:07,460
6	00:32:07,460	00:38:24,230
7	00:38:24,230	00:42:00,860
8	00:42:00,860	00:47:43,340
9	00:47:43,340	00:54:10,840
10	00:54:10,840	01:00:15,490
11	01:00:15,490	01:05:04,050
12	01:05:04,050	01:09:56,240
13	01:09:56,240	01:17:57,660
14	01:17:57,660	01:26:04,470
15	01:26:04,470	01:33:10,470
16	01:33:10,470	01:40:16,840
17	01:40:16,840	01:43:15,170
18	01:43:15,170	01:48:33,820
19	01:48:33,820	01:54:29,080
20	01:54:29,080	01:59:44,320
