1	00:00:00,000	00:05:54,470
2	00:05:54,470	00:11:15,720
3	00:11:15,720	00:15:38,090
4	00:15:38,090	00:22:41,100
5	00:22:41,100	00:30:21,000
6	00:30:21,000	00:34:36,920
7	00:34:36,920	00:39:50,880
8	00:39:50,880	00:45:45,180
9	00:45:45,180	00:52:09,950
10	00:52:09,950	01:00:22,690
11	01:00:22,690	01:07:39,670
12	01:07:39,670	01:13:16,610
13	01:13:16,610	01:17:23,800
14	01:17:23,800	01:22:07,120
15	01:22:07,120	01:27:52,380
16	01:27:52,380	01:35:46,330
17	01:35:46,330	01:42:28,250
18	01:42:28,250	01:49:11,730
19	01:49:11,730	01:56:00,940
20	01:56:00,940	02:02:14,270
